churned,class_weights,timestamp,entity_type_user,cnt_level_end_quickplay,cnt_use_extra_steps,cnt_spend_virtual_currency,operating_system,cnt_level_reset_quickplay,cnt_challenge_a_friend,cnt_user_engagement,cnt_level_complete_quickplay,cnt_ad_reward,language,cnt_post_score,country,cnt_completed_5_levels,cnt_level_start_quickplay
0,60.580357142857146,2022-06-16 11:31:22 UTC,4ABFD2281F974B00B844E8F97B2E6D38,,,,,,,,,,,,,,
0,60.580357142857146,2022-06-16 11:31:22 UTC,50D529BFD3EFEB1C8216DF9A321A552A,,,,,,,,,,,,,,
0,60.580357142857146,2022-06-16 11:31:22 UTC,5E4B8BBBE58491A3A1B462A95DC287E4,,,,,,,,,,,,,,
0,60.580357142857146,2022-06-16 11:31:22 UTC,757F371D73A59AA7B6FB5CF1E6483B33,,,,,,,,,,,,,,
0,60.580357142857146,2022-06-16 11:31:22 UTC,B63075B53A750A67A12F7F19ED5AA835,,,,,,,,,,,,,,
0,60.580357142857146,2022-06-16 11:31:22 UTC,05FB3382D94C7E963B408FD6CC357D33,,,,,,,,,,,,,,
0,60.580357142857146,2022-06-16 11:31:22 UTC,058520E12010190322386C3E356AEE8F,,,,,,,,,,,,,,
0,60.580357142857146,2022-06-16 11:31:22 UTC,2C0308CAAC49EAE73174F5110D76F2C6,,,,,,,,,,,,,,
0,60.580357142857146,2022-06-16 11:31:22 UTC,460DBC1808E6954E66FA4D5B1223B9BB,,,,,,,,,,,,,,
0,60.580357142857146,2022-06-16 11:31:22 UTC,0289ACB4026B0C28A9FF7BF2560E2A7F,,,,,,,,,,,,,,
0,60.580357142857146,2022-06-16 11:31:22 UTC,F2A1FD8B142EB4C6CAAE415FA1917F50,,,,,,,,,,,,,,
0,60.580357142857146,2022-06-16 11:31:22 UTC,F4A3B9F9F0D4555ADC48F7BCBD5BEE9C,,,,,,,,,,,,,,
0,60.580357142857146,2022-06-16 11:31:22 UTC,0D17D0247F158FA3E40D21EFF46D1651,,,,,,,,,,,,,,
0,60.580357142857146,2022-06-16 11:31:22 UTC,4D6F39019E8ADAAE82EDB8134EF678B1,,,,,,,,,,,,,,
0,60.580357142857146,2022-06-16 11:31:22 UTC,EA3A2D1B512BBDD09A421C3873AEFD79,,,,,,,,,,,,,,
